vx, V(vx), V(vy), V(vz)
6.200000000000003e-001, 6.200000e-001, 0.000000e+000, 6.199785e-001
6.300000000000003e-001, 6.300000e-001, 0.000000e+000, 6.299784e-001
6.400000000000004e-001, 6.400000e-001, 0.000000e+000, 6.399783e-001
6.500000000000004e-001, 6.500000e-001, 0.000000e+000, 6.499782e-001
6.600000000000004e-001, 6.600000e-001, 0.000000e+000, 6.599781e-001
6.700000000000004e-001, 6.700000e-001, 0.000000e+000, 6.699780e-001
6.800000000000004e-001, 6.800000e-001, 0.000000e+000, 6.799779e-001
6.900000000000004e-001, 6.900000e-001, 0.000000e+000, 6.899778e-001
7.000000000000004e-001, 7.000000e-001, 0.000000e+000, 6.999777e-001
7.100000000000004e-001, 7.100000e-001, 0.000000e+000, 7.099776e-001
7.200000000000004e-001, 7.200000e-001, 0.000000e+000, 7.199774e-001
7.300000000000004e-001, 7.300000e-001, 0.000000e+000, 7.299774e-001
7.400000000000004e-001, 7.400000e-001, 0.000000e+000, 7.399772e-001
7.500000000000004e-001, 7.500000e-001, 0.000000e+000, 7.499771e-001
7.600000000000005e-001, 7.600000e-001, 0.000000e+000, 7.599770e-001
7.700000000000005e-001, 7.700000e-001, 0.000000e+000, 7.699769e-001
7.800000000000005e-001, 7.800000e-001, 0.000000e+000, 7.799768e-001
7.900000000000005e-001, 7.900000e-001, 0.000000e+000, 7.899767e-001
8.000000000000005e-001, 8.000000e-001, 0.000000e+000, 7.999766e-001
8.100000000000005e-001, 8.100000e-001, 0.000000e+000, 8.099765e-001
8.200000000000005e-001, 8.200000e-001, 0.000000e+000, 8.199764e-001
8.300000000000005e-001, 8.300000e-001, 0.000000e+000, 8.299763e-001
8.400000000000005e-001, 8.400000e-001, 0.000000e+000, 8.399762e-001
8.500000000000005e-001, 8.500000e-001, 0.000000e+000, 8.499761e-001
8.600000000000005e-001, 8.600000e-001, 0.000000e+000, 8.599760e-001
8.700000000000006e-001, 8.700000e-001, 0.000000e+000, 8.699759e-001
8.800000000000006e-001, 8.800000e-001, 0.000000e+000, 8.799757e-001
8.900000000000006e-001, 8.900000e-001, 0.000000e+000, 8.899757e-001
9.000000000000006e-001, 9.000000e-001, 0.000000e+000, 8.999755e-001
9.100000000000006e-001, 9.100000e-001, 0.000000e+000, 9.099754e-001
9.200000000000006e-001, 9.200000e-001, 0.000000e+000, 9.199753e-001
9.300000000000006e-001, 9.300000e-001, 0.000000e+000, 9.299752e-001
9.400000000000006e-001, 9.400000e-001, 0.000000e+000, 9.399751e-001
9.500000000000006e-001, 9.500000e-001, 0.000000e+000, 9.499750e-001
9.600000000000006e-001, 9.600000e-001, 0.000000e+000, 9.599749e-001
9.700000000000006e-001, 9.700000e-001, 0.000000e+000, 9.699748e-001
9.800000000000007e-001, 9.800000e-001, 0.000000e+000, 9.799747e-001
9.900000000000007e-001, 9.900000e-001, 0.000000e+000, 9.899746e-001
1.000000000000001e+000, 1.000000e+000, 0.000000e+000, 9.999745e-001
1.010000000000001e+000, 1.010000e+000, 0.000000e+000, 1.009974e+000
1.020000000000001e+000, 1.020000e+000, 0.000000e+000, 1.019974e+000
1.030000000000001e+000, 1.030000e+000, 0.000000e+000, 1.029974e+000
1.040000000000001e+000, 1.040000e+000, 0.000000e+000, 1.039974e+000
1.050000000000001e+000, 1.050000e+000, 0.000000e+000, 1.049974e+000
1.060000000000001e+000, 1.060000e+000, 0.000000e+000, 1.059974e+000
1.070000000000001e+000, 1.070000e+000, 0.000000e+000, 1.069974e+000
1.080000000000001e+000, 1.080000e+000, 0.000000e+000, 1.079974e+000
1.090000000000001e+000, 1.090000e+000, 0.000000e+000, 1.089974e+000
1.100000000000001e+000, 1.100000e+000, 0.000000e+000, 1.099973e+000
1.110000000000001e+000, 1.110000e+000, 0.000000e+000, 1.109973e+000
1.120000000000001e+000, 1.120000e+000, 0.000000e+000, 1.119973e+000
1.130000000000001e+000, 1.130000e+000, 0.000000e+000, 1.129973e+000
1.140000000000001e+000, 1.140000e+000, 0.000000e+000, 1.139973e+000
1.150000000000001e+000, 1.150000e+000, 0.000000e+000, 1.149973e+000
1.160000000000001e+000, 1.160000e+000, 0.000000e+000, 1.159973e+000
1.170000000000001e+000, 1.170000e+000, 0.000000e+000, 1.169973e+000
1.180000000000001e+000, 1.180000e+000, 0.000000e+000, 1.179973e+000
1.190000000000001e+000, 1.190000e+000, 0.000000e+000, 1.189973e+000
1.200000000000001e+000, 1.200000e+000, 0.000000e+000, 1.199972e+000
1.210000000000001e+000, 1.210000e+000, 0.000000e+000, 1.209972e+000
1.220000000000001e+000, 1.220000e+000, 0.000000e+000, 1.219972e+000
1.230000000000001e+000, 1.230000e+000, 0.000000e+000, 1.229972e+000
1.240000000000001e+000, 1.240000e+000, 0.000000e+000, 1.239972e+000
1.250000000000001e+000, 1.250000e+000, 0.000000e+000, 1.249972e+000
1.260000000000001e+000, 1.260000e+000, 0.000000e+000, 1.259972e+000
1.270000000000001e+000, 1.270000e+000, 0.000000e+000, 1.269972e+000
1.280000000000001e+000, 1.280000e+000, 0.000000e+000, 1.279972e+000
1.290000000000001e+000, 1.290000e+000, 0.000000e+000, 1.289971e+000
1.300000000000001e+000, 1.300000e+000, 0.000000e+000, 1.299971e+000
1.310000000000001e+000, 1.310000e+000, 0.000000e+000, 1.309971e+000
1.320000000000001e+000, 1.320000e+000, 0.000000e+000, 1.319971e+000
1.330000000000001e+000, 1.330000e+000, 0.000000e+000, 1.329971e+000
1.340000000000001e+000, 1.340000e+000, 0.000000e+000, 1.339971e+000
1.350000000000001e+000, 1.350000e+000, 0.000000e+000, 1.349971e+000
1.360000000000001e+000, 1.360000e+000, 0.000000e+000, 1.359971e+000
1.370000000000001e+000, 1.370000e+000, 0.000000e+000, 1.369971e+000
1.380000000000001e+000, 1.380000e+000, 0.000000e+000, 1.379971e+000
1.390000000000001e+000, 1.390000e+000, 0.000000e+000, 1.389970e+000
1.400000000000001e+000, 1.400000e+000, 0.000000e+000, 1.399970e+000
1.410000000000001e+000, 1.410000e+000, 0.000000e+000, 1.409970e+000
1.420000000000001e+000, 1.420000e+000, 0.000000e+000, 1.419970e+000
1.430000000000001e+000, 1.430000e+000, 0.000000e+000, 1.429970e+000
1.440000000000001e+000, 1.440000e+000, 0.000000e+000, 1.439970e+000
1.450000000000001e+000, 1.450000e+000, 0.000000e+000, 1.449970e+000
1.460000000000001e+000, 1.460000e+000, 0.000000e+000, 1.459970e+000
1.470000000000001e+000, 1.470000e+000, 0.000000e+000, 1.469970e+000
1.480000000000001e+000, 1.480000e+000, 0.000000e+000, 1.479970e+000
1.490000000000001e+000, 1.490000e+000, 0.000000e+000, 1.489969e+000
1.500000000000001e+000, 1.500000e+000, 0.000000e+000, 1.499969e+000
1.510000000000001e+000, 1.510000e+000, 0.000000e+000, 1.509969e+000
1.520000000000001e+000, 1.520000e+000, 0.000000e+000, 1.519969e+000
1.530000000000001e+000, 1.530000e+000, 0.000000e+000, 1.529969e+000
1.540000000000001e+000, 1.540000e+000, 0.000000e+000, 1.539969e+000
1.550000000000001e+000, 1.550000e+000, 0.000000e+000, 1.549969e+000
1.560000000000001e+000, 1.560000e+000, 0.000000e+000, 1.559969e+000
1.570000000000001e+000, 1.570000e+000, 0.000000e+000, 1.569969e+000
1.580000000000001e+000, 1.580000e+000, 0.000000e+000, 1.579968e+000
1.590000000000001e+000, 1.590000e+000, 0.000000e+000, 1.589968e+000
1.600000000000001e+000, 1.600000e+000, 0.000000e+000, 1.599968e+000
1.610000000000001e+000, 1.610000e+000, 0.000000e+000, 1.609968e+000
1.620000000000001e+000, 1.620000e+000, 0.000000e+000, 1.619968e+000
1.630000000000001e+000, 1.630000e+000, 0.000000e+000, 1.629968e+000
1.640000000000001e+000, 1.640000e+000, 0.000000e+000, 1.639968e+000
1.650000000000001e+000, 1.650000e+000, 0.000000e+000, 1.649968e+000
1.660000000000001e+000, 1.660000e+000, 0.000000e+000, 1.659968e+000
1.670000000000001e+000, 1.670000e+000, 0.000000e+000, 1.669968e+000
1.680000000000001e+000, 1.680000e+000, 0.000000e+000, 1.679967e+000
1.690000000000001e+000, 1.690000e+000, 0.000000e+000, 1.689967e+000
1.700000000000001e+000, 1.700000e+000, 0.000000e+000, 1.699967e+000
1.710000000000001e+000, 1.710000e+000, 0.000000e+000, 1.709967e+000
1.720000000000001e+000, 1.720000e+000, 0.000000e+000, 1.719967e+000
1.730000000000001e+000, 1.730000e+000, 0.000000e+000, 1.729967e+000
1.740000000000001e+000, 1.740000e+000, 0.000000e+000, 1.739967e+000
1.750000000000001e+000, 1.750000e+000, 0.000000e+000, 1.749967e+000
1.760000000000001e+000, 1.760000e+000, 0.000000e+000, 1.759967e+000
1.770000000000001e+000, 1.770000e+000, 0.000000e+000, 1.769966e+000
1.780000000000001e+000, 1.780000e+000, 0.000000e+000, 1.779966e+000
1.790000000000001e+000, 1.790000e+000, 0.000000e+000, 1.789966e+000
1.800000000000001e+000, 1.800000e+000, 0.000000e+000, 1.799966e+000
1.810000000000001e+000, 1.810000e+000, 0.000000e+000, 1.809966e+000
1.820000000000001e+000, 1.820000e+000, 0.000000e+000, 1.819966e+000
1.830000000000001e+000, 1.830000e+000, 0.000000e+000, 1.829966e+000
1.840000000000001e+000, 1.840000e+000, 0.000000e+000, 1.839966e+000
1.850000000000001e+000, 1.850000e+000, 0.000000e+000, 1.849966e+000
1.860000000000001e+000, 1.860000e+000, 0.000000e+000, 1.859966e+000
1.870000000000001e+000, 1.870000e+000, 0.000000e+000, 1.869965e+000
1.880000000000001e+000, 1.880000e+000, 0.000000e+000, 1.879965e+000
1.890000000000002e+000, 1.890000e+000, 0.000000e+000, 1.889965e+000
1.900000000000002e+000, 1.900000e+000, 0.000000e+000, 1.899965e+000
1.910000000000002e+000, 1.910000e+000, 0.000000e+000, 1.909965e+000
1.920000000000002e+000, 1.920000e+000, 0.000000e+000, 1.919965e+000
1.930000000000002e+000, 1.930000e+000, 0.000000e+000, 1.929965e+000
1.940000000000002e+000, 1.940000e+000, 0.000000e+000, 1.939965e+000
1.950000000000002e+000, 1.950000e+000, 0.000000e+000, 1.949965e+000
1.960000000000002e+000, 1.960000e+000, 0.000000e+000, 1.959965e+000
1.970000000000002e+000, 1.970000e+000, 0.000000e+000, 1.969964e+000
1.980000000000002e+000, 1.980000e+000, 0.000000e+000, 1.979964e+000
1.990000000000002e+000, 1.990000e+000, 0.000000e+000, 1.989964e+000
2.000000000000001e+000, 2.000000e+000, 0.000000e+000, 1.999964e+000
2.010000000000001e+000, 2.010000e+000, 0.000000e+000, 2.009964e+000
2.020000000000001e+000, 2.020000e+000, 0.000000e+000, 2.019964e+000
2.030000000000001e+000, 2.030000e+000, 0.000000e+000, 2.029964e+000
2.040000000000001e+000, 2.040000e+000, 0.000000e+000, 2.039964e+000
2.050000000000000e+000, 2.050000e+000, 0.000000e+000, 2.049963e+000
2.060000000000000e+000, 2.060000e+000, 0.000000e+000, 2.059963e+000
2.070000000000000e+000, 2.070000e+000, 0.000000e+000, 2.069963e+000
2.080000000000000e+000, 2.080000e+000, 0.000000e+000, 2.079963e+000
2.089999999999999e+000, 2.090000e+000, 0.000000e+000, 2.089963e+000
2.099999999999999e+000, 2.100000e+000, 0.000000e+000, 2.099963e+000
2.109999999999999e+000, 2.110000e+000, 0.000000e+000, 2.109963e+000
2.119999999999999e+000, 2.120000e+000, 0.000000e+000, 2.119963e+000
2.129999999999999e+000, 2.130000e+000, 0.000000e+000, 2.129963e+000
2.139999999999998e+000, 2.140000e+000, 0.000000e+000, 2.139963e+000
2.149999999999998e+000, 2.150000e+000, 0.000000e+000, 2.149963e+000
2.159999999999998e+000, 2.160000e+000, 0.000000e+000, 2.159962e+000
2.169999999999998e+000, 2.170000e+000, 0.000000e+000, 2.169962e+000
2.179999999999998e+000, 2.180000e+000, 0.000000e+000, 2.179962e+000
2.189999999999997e+000, 2.190000e+000, 0.000000e+000, 2.189962e+000
2.199999999999997e+000, 2.200000e+000, 0.000000e+000, 2.199962e+000
2.209999999999997e+000, 2.210000e+000, 0.000000e+000, 2.209962e+000
2.219999999999997e+000, 2.220000e+000, 0.000000e+000, 2.219962e+000
2.229999999999996e+000, 2.230000e+000, 0.000000e+000, 2.229962e+000
2.239999999999996e+000, 2.240000e+000, 0.000000e+000, 2.239962e+000
2.249999999999996e+000, 2.250000e+000, 0.000000e+000, 2.249962e+000
2.259999999999996e+000, 2.260000e+000, 0.000000e+000, 2.259961e+000
2.269999999999996e+000, 2.270000e+000, 0.000000e+000, 2.269961e+000
2.279999999999995e+000, 2.280000e+000, 0.000000e+000, 2.279961e+000
2.289999999999995e+000, 2.290000e+000, 0.000000e+000, 2.289961e+000
2.299999999999995e+000, 2.300000e+000, 0.000000e+000, 2.299961e+000
2.309999999999995e+000, 2.310000e+000, 0.000000e+000, 2.309961e+000
2.319999999999995e+000, 2.320000e+000, 0.000000e+000, 2.319961e+000
2.329999999999994e+000, 2.330000e+000, 0.000000e+000, 2.329961e+000
2.339999999999994e+000, 2.340000e+000, 0.000000e+000, 2.339961e+000
2.349999999999994e+000, 2.350000e+000, 0.000000e+000, 2.349961e+000
2.359999999999994e+000, 2.360000e+000, 0.000000e+000, 2.359960e+000
2.369999999999993e+000, 2.370000e+000, 0.000000e+000, 2.369960e+000
2.379999999999993e+000, 2.380000e+000, 0.000000e+000, 2.379960e+000
2.389999999999993e+000, 2.390000e+000, 0.000000e+000, 2.389960e+000
2.399999999999993e+000, 2.400000e+000, 0.000000e+000, 2.399960e+000
2.409999999999993e+000, 2.410000e+000, 0.000000e+000, 2.409960e+000
2.419999999999992e+000, 2.420000e+000, 0.000000e+000, 2.419960e+000
2.429999999999992e+000, 2.430000e+000, 0.000000e+000, 2.429960e+000
2.439999999999992e+000, 2.440000e+000, 0.000000e+000, 2.439960e+000
2.449999999999992e+000, 2.450000e+000, 0.000000e+000, 2.449960e+000
2.459999999999992e+000, 2.460000e+000, 0.000000e+000, 2.459959e+000
2.469999999999991e+000, 2.470000e+000, 0.000000e+000, 2.469959e+000
2.479999999999991e+000, 2.480000e+000, 0.000000e+000, 2.479959e+000
2.489999999999991e+000, 2.490000e+000, 0.000000e+000, 2.489959e+000
2.499999999999991e+000, 2.500000e+000, 0.000000e+000, 2.499959e+000
2.509999999999991e+000, 2.510000e+000, 0.000000e+000, 2.509959e+000
2.519999999999990e+000, 2.520000e+000, 0.000000e+000, 2.519959e+000
2.529999999999990e+000, 2.530000e+000, 0.000000e+000, 2.529959e+000
2.539999999999990e+000, 2.540000e+000, 0.000000e+000, 2.539958e+000
2.549999999999990e+000, 2.550000e+000, 0.000000e+000, 2.549958e+000
2.559999999999989e+000, 2.560000e+000, 0.000000e+000, 2.559958e+000
2.569999999999989e+000, 2.570000e+000, 0.000000e+000, 2.569958e+000
2.579999999999989e+000, 2.580000e+000, 0.000000e+000, 2.579958e+000
2.589999999999989e+000, 2.590000e+000, 0.000000e+000, 2.589958e+000
2.599999999999989e+000, 2.600000e+000, 0.000000e+000, 2.599958e+000
2.609999999999988e+000, 2.610000e+000, 0.000000e+000, 2.609958e+000
2.619999999999988e+000, 2.620000e+000, 0.000000e+000, 2.619958e+000
2.629999999999988e+000, 2.630000e+000, 0.000000e+000, 2.629958e+000
2.639999999999988e+000, 2.640000e+000, 0.000000e+000, 2.639957e+000
2.649999999999988e+000, 2.650000e+000, 0.000000e+000, 2.649957e+000
2.659999999999987e+000, 2.660000e+000, 0.000000e+000, 2.659957e+000
2.669999999999987e+000, 2.670000e+000, 0.000000e+000, 2.669957e+000
2.679999999999987e+000, 2.680000e+000, 0.000000e+000, 2.679957e+000
2.689999999999987e+000, 2.690000e+000, 0.000000e+000, 2.689957e+000
2.699999999999986e+000, 2.700000e+000, 0.000000e+000, 2.699957e+000
2.709999999999986e+000, 2.710000e+000, 0.000000e+000, 2.709957e+000
2.719999999999986e+000, 2.720000e+000, 0.000000e+000, 2.719957e+000
2.729999999999986e+000, 2.730000e+000, 0.000000e+000, 2.729957e+000
2.739999999999986e+000, 2.740000e+000, 0.000000e+000, 2.739957e+000
2.749999999999985e+000, 2.750000e+000, 0.000000e+000, 2.749956e+000
2.759999999999985e+000, 2.760000e+000, 0.000000e+000, 2.759956e+000
2.769999999999985e+000, 2.770000e+000, 0.000000e+000, 2.769956e+000
2.779999999999985e+000, 2.780000e+000, 0.000000e+000, 2.779956e+000
2.789999999999985e+000, 2.790000e+000, 0.000000e+000, 2.789956e+000
2.799999999999984e+000, 2.800000e+000, 0.000000e+000, 2.799956e+000
2.809999999999984e+000, 2.810000e+000, 0.000000e+000, 2.809956e+000
2.819999999999984e+000, 2.820000e+000, 0.000000e+000, 2.819956e+000
2.829999999999984e+000, 2.830000e+000, 0.000000e+000, 2.829956e+000
2.839999999999983e+000, 2.840000e+000, 0.000000e+000, 2.839956e+000
2.849999999999983e+000, 2.850000e+000, 0.000000e+000, 2.849955e+000
2.859999999999983e+000, 2.860000e+000, 0.000000e+000, 2.859955e+000
2.869999999999983e+000, 2.870000e+000, 0.000000e+000, 2.869955e+000
2.879999999999983e+000, 2.880000e+000, 0.000000e+000, 2.879955e+000
2.889999999999982e+000, 2.890000e+000, 0.000000e+000, 2.889955e+000
2.899999999999982e+000, 2.900000e+000, 0.000000e+000, 2.899955e+000
2.909999999999982e+000, 2.910000e+000, 0.000000e+000, 2.909955e+000
2.919999999999982e+000, 2.920000e+000, 0.000000e+000, 2.919955e+000
2.929999999999982e+000, 2.930000e+000, 0.000000e+000, 2.929955e+000
2.939999999999981e+000, 2.940000e+000, 0.000000e+000, 2.939955e+000
2.949999999999981e+000, 2.950000e+000, 0.000000e+000, 2.949954e+000
2.959999999999981e+000, 2.960000e+000, 0.000000e+000, 2.959954e+000
2.969999999999981e+000, 2.970000e+000, 0.000000e+000, 2.969954e+000
2.979999999999980e+000, 2.980000e+000, 0.000000e+000, 2.979954e+000
2.989999999999980e+000, 2.990000e+000, 0.000000e+000, 2.989954e+000
2.999999999999980e+000, 3.000000e+000, 0.000000e+000, 2.999954e+000
3.009999999999980e+000, 3.010000e+000, 0.000000e+000, 3.009954e+000
3.019999999999980e+000, 3.020000e+000, 0.000000e+000, 3.019954e+000
3.029999999999979e+000, 3.030000e+000, 0.000000e+000, 3.029953e+000
3.039999999999979e+000, 3.040000e+000, 0.000000e+000, 3.039953e+000
3.049999999999979e+000, 3.050000e+000, 0.000000e+000, 3.049953e+000
3.059999999999979e+000, 3.060000e+000, 0.000000e+000, 3.059953e+000
3.069999999999979e+000, 3.070000e+000, 0.000000e+000, 3.069953e+000
3.079999999999978e+000, 3.080000e+000, 0.000000e+000, 3.079953e+000
3.089999999999978e+000, 3.090000e+000, 0.000000e+000, 3.089953e+000
3.099999999999978e+000, 3.100000e+000, 0.000000e+000, 3.099953e+000
3.109999999999978e+000, 3.110000e+000, 0.000000e+000, 3.109953e+000
3.119999999999978e+000, 3.120000e+000, 0.000000e+000, 3.119953e+000
3.129999999999977e+000, 3.130000e+000, 0.000000e+000, 3.129952e+000
3.139999999999977e+000, 3.140000e+000, 0.000000e+000, 3.139952e+000
3.149999999999977e+000, 3.150000e+000, 0.000000e+000, 3.149952e+000
3.159999999999977e+000, 3.160000e+000, 0.000000e+000, 3.159952e+000
3.169999999999976e+000, 3.170000e+000, 0.000000e+000, 3.169952e+000
3.179999999999976e+000, 3.180000e+000, 0.000000e+000, 3.179952e+000
3.189999999999976e+000, 3.190000e+000, 0.000000e+000, 3.189952e+000
3.199999999999976e+000, 3.200000e+000, 0.000000e+000, 3.199952e+000
3.209999999999976e+000, 3.210000e+000, 0.000000e+000, 3.209952e+000
3.219999999999975e+000, 3.220000e+000, 0.000000e+000, 3.219952e+000
3.229999999999975e+000, 3.230000e+000, 0.000000e+000, 3.229952e+000
3.239999999999975e+000, 3.240000e+000, 0.000000e+000, 3.239951e+000
3.249999999999975e+000, 3.250000e+000, 0.000000e+000, 3.249951e+000
3.259999999999975e+000, 3.260000e+000, 0.000000e+000, 3.259951e+000
3.269999999999974e+000, 3.270000e+000, 0.000000e+000, 3.269951e+000
3.279999999999974e+000, 3.280000e+000, 0.000000e+000, 3.279951e+000
3.289999999999974e+000, 3.290000e+000, 0.000000e+000, 3.289951e+000
3.299999999999974e+000, 3.300000e+000, 0.000000e+000, 3.299951e+000
3.309999999999973e+000, 3.310000e+000, 0.000000e+000, 3.309951e+000
3.319999999999973e+000, 3.320000e+000, 0.000000e+000, 3.319951e+000
3.329999999999973e+000, 3.330000e+000, 0.000000e+000, 3.329951e+000
3.339999999999973e+000, 3.340000e+000, 0.000000e+000, 3.339950e+000
3.349999999999973e+000, 3.350000e+000, 0.000000e+000, 3.349950e+000
3.359999999999972e+000, 3.360000e+000, 0.000000e+000, 3.359950e+000
3.369999999999972e+000, 3.370000e+000, 0.000000e+000, 3.369950e+000
3.379999999999972e+000, 3.380000e+000, 0.000000e+000, 3.379950e+000
3.389999999999972e+000, 3.390000e+000, 0.000000e+000, 3.389950e+000
3.399999999999972e+000, 3.400000e+000, 0.000000e+000, 3.399950e+000
3.409999999999971e+000, 3.410000e+000, 0.000000e+000, 3.409950e+000
3.419999999999971e+000, 3.420000e+000, 0.000000e+000, 3.419950e+000
3.429999999999971e+000, 3.430000e+000, 0.000000e+000, 3.429950e+000
3.439999999999971e+000, 3.440000e+000, 0.000000e+000, 3.439949e+000
3.449999999999970e+000, 3.450000e+000, 0.000000e+000, 3.449949e+000
3.459999999999970e+000, 3.460000e+000, 0.000000e+000, 3.459949e+000
3.469999999999970e+000, 3.470000e+000, 0.000000e+000, 3.469949e+000
3.479999999999970e+000, 3.480000e+000, 0.000000e+000, 3.479949e+000
3.489999999999970e+000, 3.490000e+000, 0.000000e+000, 3.489949e+000
3.499999999999969e+000, 3.500000e+000, 0.000000e+000, 3.499949e+000
3.509999999999969e+000, 3.510000e+000, 0.000000e+000, 3.509949e+000
3.519999999999969e+000, 3.520000e+000, 0.000000e+000, 3.519948e+000
3.529999999999969e+000, 3.530000e+000, 0.000000e+000, 3.529948e+000
3.539999999999969e+000, 3.540000e+000, 0.000000e+000, 3.539948e+000
3.549999999999968e+000, 3.550000e+000, 0.000000e+000, 3.549948e+000
3.559999999999968e+000, 3.560000e+000, 0.000000e+000, 3.559948e+000
3.569999999999968e+000, 3.570000e+000, 0.000000e+000, 3.569948e+000
3.579999999999968e+000, 3.580000e+000, 0.000000e+000, 3.579948e+000
3.589999999999967e+000, 3.590000e+000, 0.000000e+000, 3.589948e+000
3.599999999999967e+000, 3.600000e+000, 0.000000e+000, 3.599948e+000
3.609999999999967e+000, 3.610000e+000, 0.000000e+000, 3.609948e+000
3.619999999999967e+000, 3.620000e+000, 0.000000e+000, 3.619947e+000
3.629999999999967e+000, 3.630000e+000, 0.000000e+000, 3.629947e+000
3.639999999999966e+000, 3.640000e+000, 0.000000e+000, 3.639947e+000
3.649999999999966e+000, 3.650000e+000, 0.000000e+000, 3.649947e+000
